GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0041600142,119,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,29,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,220.0,124.0,1,0,20170419,GSW,POR
Shot Chart Detail,0041600142,123,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,13,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,-2.0,28.0,1,0,20170419,GSW,POR
Shot Chart Detail,0041600142,127,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,56,Made Shot,No Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,6.0,16.0,1,1,20170419,GSW,POR
Shot Chart Detail,0041600142,231,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,40,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,6.0,13.0,1,0,20170419,GSW,POR
Shot Chart Detail,0041600142,277,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,2,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26.0,-168.0,210.0,1,0,20170419,GSW,POR
Shot Chart Detail,0041600142,289,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,32,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26.0,-65.0,257.0,1,1,20170419,GSW,POR
Shot Chart Detail,0041600142,298,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,13,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,10.0,8.0,1,1,20170419,GSW,POR
Shot Chart Detail,0041600142,324,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,17,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26.0,84.0,247.0,1,0,20170419,GSW,POR
Shot Chart Detail,0041600142,328,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,46,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17.0,-50.0,164.0,1,0,20170419,GSW,POR
Shot Chart Detail,0041600142,344,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,33,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26.0,22.0,262.0,1,0,20170419,GSW,POR
Shot Chart Detail,0041600142,355,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,4,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,19.0,11.0,1,0,20170419,GSW,POR
Shot Chart Detail,0041600142,369,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,56,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,34.0,-148.0,311.0,1,1,20170419,GSW,POR
Shot Chart Detail,0041600142,388,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,31.0,-191.0,252.0,1,0,20170419,GSW,POR
Shot Chart Detail,0041600142,411,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,33,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24.0,-204.0,144.0,1,1,20170419,GSW,POR
Shot Chart Detail,0041600143,7,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,20,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25.0,-160.0,203.0,1,0,20170422,POR,GSW
Shot Chart Detail,0041600143,20,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,59,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16.0,81.0,139.0,1,1,20170422,POR,GSW
Shot Chart Detail,0041600143,32,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,44,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26.0,1.0,269.0,1,0,20170422,POR,GSW
Shot Chart Detail,0041600143,35,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,28,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,128.0,219.0,1,0,20170422,POR,GSW
Shot Chart Detail,0041600143,39,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,6,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4.0,24.0,36.0,1,1,20170422,POR,GSW
Shot Chart Detail,0041600143,67,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26.0,-138.0,228.0,1,0,20170422,POR,GSW
Shot Chart Detail,0041600143,113,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,8,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,1.0,16.0,1,0,20170422,POR,GSW
Shot Chart Detail,0041600143,217,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,27,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,117.0,228.0,1,1,20170422,POR,GSW
Shot Chart Detail,0041600143,223,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,44,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,35.0,11.0,1,1,20170422,POR,GSW
Shot Chart Detail,0041600143,246,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,52,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20.0,78.0,185.0,1,0,20170422,POR,GSW
Shot Chart Detail,0041600143,262,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,35,Missed Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,24.0,7.0,1,0,20170422,POR,GSW
Shot Chart Detail,0041600143,273,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,195.0,170.0,1,0,20170422,POR,GSW
Shot Chart Detail,0041600143,287,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,34,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26.0,-158.0,213.0,1,1,20170422,POR,GSW
Shot Chart Detail,0041600143,289,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,0,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21.0,-83.0,195.0,1,0,20170422,POR,GSW
Shot Chart Detail,0041600143,306,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,2,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23.0,230.0,-6.0,1,0,20170422,POR,GSW
Shot Chart Detail,0041600143,317,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,36,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11.0,2.0,115.0,1,0,20170422,POR,GSW
Shot Chart Detail,0041600143,326,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,15,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23.0,-238.0,-15.0,1,1,20170422,POR,GSW
Shot Chart Detail,0041600143,335,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,29,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25.0,15.0,257.0,1,0,20170422,POR,GSW
Shot Chart Detail,0041600143,358,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,3,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-6.0,-5.0,1,1,20170422,POR,GSW
Shot Chart Detail,0041600143,378,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,4,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,-22.0,7.0,1,0,20170422,POR,GSW
Shot Chart Detail,0041600143,502,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,1,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25.0,-163.0,198.0,1,1,20170422,POR,GSW
Shot Chart Detail,0041600143,517,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25.0,-163.0,198.0,1,0,20170422,POR,GSW
Shot Chart Detail,0041600143,544,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28.0,-178.0,228.0,1,0,20170422,POR,GSW
Shot Chart Detail,0041600143,566,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,49,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25.0,-1.0,254.0,1,1,20170422,POR,GSW
Shot Chart Detail,0041600143,576,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,25,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8.0,-78.0,38.0,1,1,20170422,POR,GSW
Shot Chart Detail,0041600144,30,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,2,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22.0,-225.0,11.0,1,1,20170424,POR,GSW
Shot Chart Detail,0041600144,57,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,45,Made Shot,No Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28.0,148.0,247.0,1,1,20170424,POR,GSW
Shot Chart Detail,0041600144,78,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,11,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24.0,141.0,198.0,1,1,20170424,POR,GSW
Shot Chart Detail,0041600144,92,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,41,Missed Shot,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,22.0,28.0,1,0,20170424,POR,GSW
Shot Chart Detail,0041600144,120,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,20,Missed Shot,No Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,-22.0,2.0,1,0,20170424,POR,GSW
Shot Chart Detail,0041600144,134,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,34,Missed Shot,No Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25.0,-73.0,247.0,1,0,20170424,POR,GSW
Shot Chart Detail,0041600144,217,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,15,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18.0,17.0,183.0,1,1,20170424,POR,GSW
Shot Chart Detail,0041600144,239,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,14,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25.0,-165.0,198.0,1,1,20170424,POR,GSW
Shot Chart Detail,0041600144,242,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,44,Missed Shot,No Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29.0,171.0,237.0,1,0,20170424,POR,GSW
Shot Chart Detail,0041600144,261,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,31,Made Shot,No Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25.0,155.0,198.0,1,1,20170424,POR,GSW
Shot Chart Detail,0041600144,264,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,1,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24.0,207.0,139.0,1,0,20170424,POR,GSW
Shot Chart Detail,0041600144,281,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,8,Made Shot,Pullup Bank shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12.0,-84.0,97.0,1,1,20170424,POR,GSW
Shot Chart Detail,0041600144,312,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,0,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26.0,19.0,262.0,1,1,20170424,POR,GSW
Shot Chart Detail,0041600144,361,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,59,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-17.0,2.0,1,1,20170424,POR,GSW
Shot Chart Detail,0041600144,363,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,25,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2.0,0.0,26.0,1,0,20170424,POR,GSW
Shot Chart Detail,0041600144,367,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,11,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,12.0,11.0,1,0,20170424,POR,GSW
Shot Chart Detail,0041600144,369,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,5,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20.0,209.0,3.0,1,1,20170424,POR,GSW
Shot Chart Detail,0041600144,379,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,31,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24.0,164.0,178.0,1,0,20170424,POR,GSW
Shot Chart Detail,0041600144,404,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,30,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,30.0,-120.0,282.0,1,1,20170424,POR,GSW
Shot Chart Detail,0041600144,406,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,2,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,6.0,13.0,1,1,20170424,POR,GSW
Shot Chart Detail,0041600221,16,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,56,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24.0,163.0,185.0,1,0,20170502,GSW,UTA
Shot Chart Detail,0041600221,51,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,25,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25.0,-189.0,178.0,1,1,20170502,GSW,UTA
Shot Chart Detail,0041600221,82,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,21,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14.0,94.0,116.0,1,1,20170502,GSW,UTA
Shot Chart Detail,0041600221,89,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24.0,171.0,178.0,1,0,20170502,GSW,UTA
Shot Chart Detail,0041600221,122,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,10,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12.0,-101.0,65.0,1,1,20170502,GSW,UTA
Shot Chart Detail,0041600221,213,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,46,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,14.0,13.0,1,1,20170502,GSW,UTA
Shot Chart Detail,0041600221,223,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,51,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0.0,-4.0,3.0,1,1,20170502,GSW,UTA
Shot Chart Detail,0041600221,261,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,37,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1.0,-11.0,0.0,1,1,20170502,GSW,UTA
Shot Chart Detail,0041600221,279,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,1,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25.0,6.0,252.0,1,0,20170502,GSW,UTA
Shot Chart Detail,0041600221,324,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,53,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16.0,1.0,169.0,1,1,20170502,GSW,UTA
Shot Chart Detail,0041600221,351,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,55,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13.0,-109.0,80.0,1,0,20170502,GSW,UTA
Shot Chart Detail,0041600222,21,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,42,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16.0,112.0,120.0,1,0,20170504,GSW,UTA
Shot Chart Detail,0041600222,33,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,49,Made Shot,Pullup Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22.0,-227.0,0.0,1,1,20170504,GSW,UTA
Shot Chart Detail,0041600222,35,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29.0,-148.0,259.0,1,0,20170504,GSW,UTA
Shot Chart Detail,0041600222,72,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,47,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26.0,119.0,232.0,1,0,20170504,GSW,UTA
Shot Chart Detail,0041600222,82,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,14,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16.0,-9.0,164.0,1,1,20170504,GSW,UTA
Shot Chart Detail,0041600222,151,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,17,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25.0,2.0,254.0,1,1,20170504,GSW,UTA
Shot Chart Detail,0041600222,219,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,30,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27.0,181.0,208.0,1,0,20170504,GSW,UTA
Shot Chart Detail,0041600222,241,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9.0,89.0,26.0,1,0,20170504,GSW,UTA
Shot Chart Detail,0041600222,260,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,37,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10.0,91.0,46.0,1,1,20170504,GSW,UTA
Shot Chart Detail,0041600222,310,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,3,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8.0,-66.0,56.0,1,0,20170504,GSW,UTA
Shot Chart Detail,0041600222,330,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,16,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3.0,2.0,33.0,1,0,20170504,GSW,UTA
Shot Chart Detail,0041600222,341,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,55,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28.0,-158.0,242.0,1,1,20170504,GSW,UTA
Shot Chart Detail,0041600222,345,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,18,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26.0,74.0,257.0,1,1,20170504,GSW,UTA
Shot Chart Detail,0041600222,457,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,0,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17.0,91.0,154.0,1,1,20170504,GSW,UTA
Shot Chart Detail,0041600222,472,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,22,Made Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23.0,232.0,41.0,1,1,20170504,GSW,UTA
